sample_id,label,data_source,confidence,sample_weight,audio_path,source,channel,domain,url,date
YT_00447,valid,high_confidence,0.9857152,0.97163445551104,./data/raw/youtube/audio/YT_00447.wav,youtube,Tribun Singkawang,Tribun Singkawang,https://www.youtube.com/watch?v=Eg2HRjvUuaE,20251103
YT_01356,valid,high_confidence,0.9855769,0.97136182581361,./data/raw/youtube/audio/YT_01356.wav,youtube,Tribunnews,Tribunnews,https://www.youtube.com/watch?v=-j0Ia9ydk4o,20251104
YT_00086,valid,high_confidence,0.98548025,0.9711713231400624,./data/raw/youtube/audio/YT_00086.wav,youtube,METRO TV ,METRO TV ,https://www.youtube.com/watch?v=uUpBCbdjD9U,20250317
YT_01381,valid,high_confidence,0.98535526,0.9709249884096676,./data/raw/youtube/audio/YT_01381.wav,youtube,SINDOnews,SINDOnews,https://www.youtube.com/watch?v=LDEHaUnO-Kg,20251103
YT_00411,valid,high_confidence,0.98530537,0.9708266721508368,./data/raw/youtube/audio/YT_00411.wav,youtube,PN Sumber,PN Sumber,https://www.youtube.com/watch?v=hCakqsIsvE0,20251022
YT_00244,valid,high_confidence,0.98513955,0.9704999329742025,./data/raw/youtube/audio/YT_00244.wav,youtube,M18 PROJECT,M18 PROJECT,https://www.youtube.com/watch?v=i5P19scxWWg,20250607
YT_01179,valid,high_confidence,0.9850953,0.97041275008209,./data/raw/youtube/audio/YT_01179.wav,youtube,METRO TV ,METRO TV ,https://www.youtube.com/watch?v=aKdqX4uqWHA,20251103
YT_01256,valid,high_confidence,0.98495483,0.9701360171403288,./data/raw/youtube/audio/YT_01256.wav,youtube,TVR PARLEMEN,TVR PARLEMEN,https://www.youtube.com/watch?v=oI30Kt3-m6A,20250930
YT_01359,valid,high_confidence,0.9848713,0.9699714775636901,./data/raw/youtube/audio/YT_01359.wav,youtube,BeritaSatu,BeritaSatu,https://www.youtube.com/watch?v=H2h1GmD1Nmc,20251107
YT_01160,valid,high_confidence,0.98477364,0.9697791220388496,./data/raw/youtube/audio/YT_01160.wav,youtube,Tribun Timur,Tribun Timur,https://www.youtube.com/watch?v=rLPN2nUpKxs,20250717
YT_00125,valid,high_confidence,0.9847268,0.96968687063824,./data/raw/youtube/audio/YT_00125.wav,youtube,Official iNews,Official iNews,https://www.youtube.com/watch?v=7CuiroAs7vY,20251027
YT_01371,valid,high_confidence,0.9846631,0.96956142050161,./data/raw/youtube/audio/YT_01371.wav,youtube,Tribunnews,Tribunnews,https://www.youtube.com/watch?v=NPLMaQXi5jM,20251107
YT_00166,valid,high_confidence,0.9846549,0.96954527209401,./data/raw/youtube/audio/YT_00166.wav,youtube,METRO TV ,METRO TV ,https://www.youtube.com/watch?v=Mu4L48z47_c,20250319
YT_00465,valid,high_confidence,0.9845271,0.96929361063441,./data/raw/youtube/audio/YT_00465.wav,youtube,tvOneNews ,tvOneNews ,https://www.youtube.com/watch?v=f2iUUotS3FQ,20251101
YT_00073,valid,high_confidence,0.98443675,0.9691157147505625,./data/raw/youtube/audio/YT_00073.wav,youtube,METRO TV ,METRO TV ,https://www.youtube.com/watch?v=d7NKcGEj6Zw,20250906
YT_01482,valid,high_confidence,0.98440325,0.9690497586105624,./data/raw/youtube/audio/YT_01482.wav,youtube,Hikvision Indonesia Corporate Channel,Hikvision Indonesia Corporate Channel,https://www.youtube.com/watch?v=lGw8rQ3WLcY,20250817
YT_00317,valid,high_confidence,0.9842374,0.96872325955876,./data/raw/youtube/audio/YT_00317.wav,youtube,Tribun Kaltim Official,Tribun Kaltim Official,https://www.youtube.com/watch?v=FQUFP7MhPZA,20241214
YT_00718,valid,high_confidence,0.9842286,0.96870593705796,./data/raw/youtube/audio/YT_00718.wav,youtube,Banjarmasin Post News Video,Banjarmasin Post News Video,https://www.youtube.com/watch?v=ZGIW7TAqjxo,20251024
YT_00269,valid,high_confidence,0.9841201,0.9684923712240101,./data/raw/youtube/audio/YT_00269.wav,youtube,METRO TV ,METRO TV ,https://www.youtube.com/watch?v=p47PXiVOW5M,20251026
YT_01442,valid,high_confidence,0.98409975,0.9684523179500626,./data/raw/youtube/audio/YT_01442.wav,youtube,Top Konstruksi,Top Konstruksi,https://www.youtube.com/watch?v=i-XvkugmBYI,20250530
YT_00060,valid,high_confidence,0.9840163,0.9682880786656899,./data/raw/youtube/audio/YT_00060.wav,youtube,Sekretariat Presiden,Sekretariat Presiden,https://www.youtube.com/watch?v=8gZaBLETh3o,20241105
YT_01092,valid,high_confidence,0.9839882,0.96823277773924,./data/raw/youtube/audio/YT_01092.wav,youtube,Kompas Tv Bangka,Kompas Tv Bangka,https://www.youtube.com/watch?v=DprUFUb6mGw,20241211
YT_01432,valid,high_confidence,0.9838794,0.9680186737443599,./data/raw/youtube/audio/YT_01432.wav,youtube,Bisniscom,Bisniscom,https://www.youtube.com/watch?v=HvvM2JdFj0U,20250827
YT_00703,valid,high_confidence,0.9838307,0.9679228462624899,./data/raw/youtube/audio/YT_00703.wav,youtube,Okezone,Okezone,https://www.youtube.com/watch?v=B7AiJ0AW19Q,20241213
YT_00214,valid,high_confidence,0.9837569,0.9677776382976101,./data/raw/youtube/audio/YT_00214.wav,youtube,Official iNews,Official iNews,https://www.youtube.com/watch?v=px6TREiMslQ,20251031
YT_00224,valid,high_confidence,0.9836872,0.96764050744384,./data/raw/youtube/audio/YT_00224.wav,youtube,Tribun Sumsel,Tribun Sumsel,https://www.youtube.com/watch?v=quMVc_io8d8,20251030
YT_01032,valid,high_confidence,0.98368603,0.9676382056171609,./data/raw/youtube/audio/YT_01032.wav,youtube,tvOneNews ,tvOneNews ,https://www.youtube.com/watch?v=upYTwZuDtno,20250918
YT_00650,valid,high_confidence,0.9836584,0.9675838478905601,./data/raw/youtube/audio/YT_00650.wav,youtube,Tribun MedanTV,Tribun MedanTV,https://www.youtube.com/watch?v=uHwPxYsL154,20251103
YT_00846,valid,high_confidence,0.9835723,0.9674144693272899,./data/raw/youtube/audio/YT_00846.wav,youtube,tvOneNews ,tvOneNews ,https://www.youtube.com/watch?v=AuICJWYAUyc,20251018
YT_00188,valid,high_confidence,0.983564,0.967398142096,./data/raw/youtube/audio/YT_00188.wav,youtube,Official iNews,Official iNews,https://www.youtube.com/watch?v=tVeEDs-5KQQ,20251020
YT_01382,valid,high_confidence,0.9835495,0.96736961895025,./data/raw/youtube/audio/YT_01382.wav,youtube,METRO TV ,METRO TV ,https://www.youtube.com/watch?v=FvgieKMvXcs,20250708
YT_01531,valid,high_confidence,0.9834774,0.96722779631076,./data/raw/youtube/audio/YT_01531.wav,youtube,Kompas.com,Kompas.com,https://www.youtube.com/watch?v=9XJBWBU0wCE,20251107
YT_00639,valid,high_confidence,0.9833981,0.9670718230836101,./data/raw/youtube/audio/YT_00639.wav,youtube,KBS WORLD Indonesian,KBS WORLD Indonesian,https://www.youtube.com/watch?v=qP5Wndpory4,20250909
YT_00212,valid,high_confidence,0.9832412,0.9667632573774401,./data/raw/youtube/audio/YT_00212.wav,youtube,Tribunnews,Tribunnews,https://www.youtube.com/watch?v=joO8QS5i7zo,20251031
YT_00469,valid,high_confidence,0.9832375,0.96675598140625,./data/raw/youtube/audio/YT_00469.wav,youtube,Kompas.com,Kompas.com,https://www.youtube.com/watch?v=fRogHAorzgY,20251105
YT_00210,valid,high_confidence,0.9832077,0.9666973813392901,./data/raw/youtube/audio/YT_00210.wav,youtube,KOMPASTV,KOMPASTV,https://www.youtube.com/watch?v=jls4-ziUFbY,20251007
YT_00489,valid,high_confidence,0.9831972,0.9666767340878399,./data/raw/youtube/audio/YT_00489.wav,youtube,Kementerian Hukum Sumsel,Kementerian Hukum Sumsel,https://www.youtube.com/watch?v=_gAXMLAbSXY,20250107
YT_01230,valid,high_confidence,0.9831955,0.96667339122025,./data/raw/youtube/audio/YT_01230.wav,youtube,IDX CHANNEL,IDX CHANNEL,https://www.youtube.com/watch?v=qP25NNjtRyA,20251106
YT_00196,valid,high_confidence,0.98318565,0.9666540223659226,./data/raw/youtube/audio/YT_00196.wav,youtube,Kompas.com,Kompas.com,https://www.youtube.com/watch?v=p22ke574VqE,20251020
YT_00216,valid,high_confidence,0.98317873,0.9666404151244129,./data/raw/youtube/audio/YT_00216.wav,youtube,Tribunnews,Tribunnews,https://www.youtube.com/watch?v=rKD4S14r-fg,20251031
YT_00494,valid,high_confidence,0.9831771,0.96663720996441,./data/raw/youtube/audio/YT_00494.wav,youtube,METRO TV ,METRO TV ,https://www.youtube.com/watch?v=s7XkwiHjdLU,20251106
YT_00965,valid,high_confidence,0.98307645,0.9664393065446025,./data/raw/youtube/audio/YT_00965.wav,youtube,KEJAKSAAN RI,KEJAKSAAN RI,https://www.youtube.com/watch?v=IQ-_Goa8cyU,20250717
YT_00248,valid,high_confidence,0.98301125,0.9663111176265625,./data/raw/youtube/audio/YT_00248.wav,youtube,Toll News,Toll News,https://www.youtube.com/watch?v=VUTyO95nIr0,20241210
YT_00291,valid,high_confidence,0.9829648,0.9662197980390399,./data/raw/youtube/audio/YT_00291.wav,youtube,Official iNews,Official iNews,https://www.youtube.com/watch?v=7CuiroAs7vY,20251027
YT_00264,valid,high_confidence,0.9829245,0.96614057270025,./data/raw/youtube/audio/YT_00264.wav,youtube,,,https://www.youtube.com/watch?v=BOsk6QD2nM0,20251029
YT_00174,valid,high_confidence,0.98291135,0.9661147219588224,./data/raw/youtube/audio/YT_00174.wav,youtube,CNBC Indonesia,CNBC Indonesia,https://www.youtube.com/watch?v=vzG4eXNf47o,20250522
YT_00974,valid,high_confidence,0.98285866,0.9660111455369956,./data/raw/youtube/audio/YT_00974.wav,youtube,KEJAKSAAN RI,KEJAKSAAN RI,https://www.youtube.com/watch?v=CE5IJQQ3YVg,20250117
YT_00071,valid,high_confidence,0.9826797,0.9656593927920901,./data/raw/youtube/audio/YT_00071.wav,youtube,Harian Kompas,Harian Kompas,https://www.youtube.com/watch?v=4UiWy4nUtq8,20250216
YT_01192,valid,high_confidence,0.982612,0.965526342544,./data/raw/youtube/audio/YT_01192.wav,youtube,MerdekaDotCom,MerdekaDotCom,https://www.youtube.com/watch?v=u5ZsCWtKeP8,20251103
YT_01373,valid,high_confidence,0.9825979,0.9654986330844101,./data/raw/youtube/audio/YT_01373.wav,youtube,METRO TV ,METRO TV ,https://www.youtube.com/watch?v=8-bbHOG2YUQ,20251106
YT_00407,valid,high_confidence,0.9825525,0.9654094152562501,./data/raw/youtube/audio/YT_00407.wav,youtube,VIVA.CO.ID,VIVA.CO.ID,https://www.youtube.com/watch?v=KTPmcm79V9A,20250617
YT_01257,valid,high_confidence,0.9825266,0.96535851970756,./data/raw/youtube/audio/YT_01257.wav,youtube,INFO REAL BANSOS,INFO REAL BANSOS,https://www.youtube.com/watch?v=kfdQw6JGqXI,20251105
YT_00880,valid,high_confidence,0.98251003,0.9653259590506009,./data/raw/youtube/audio/YT_00880.wav,youtube,METRO TV ,METRO TV ,https://www.youtube.com/watch?v=vX89K66y9DI,20241027
YT_00374,valid,high_confidence,0.98238766,0.9650855145202756,./data/raw/youtube/audio/YT_00374.wav,youtube,KOMPASTV,KOMPASTV,https://www.youtube.com/watch?v=NspTKJACA0Y,20251103
YT_00205,valid,high_confidence,0.9823245,0.9649614233002501,./data/raw/youtube/audio/YT_00205.wav,youtube,Banjarmasin Post News Video,Banjarmasin Post News Video,https://www.youtube.com/watch?v=uLOEy0yPY5Q,20251028
YT_01554,valid,high_confidence,0.9822619,0.96483844019161,./data/raw/youtube/audio/YT_01554.wav,youtube,byaqis,byaqis,https://www.youtube.com/watch?v=_vJ2z_-ow4k,20251028
YT_00722,valid,high_confidence,0.98223996,0.9647953390208016,./data/raw/youtube/audio/YT_00722.wav,youtube,CNN Indonesia,CNN Indonesia,https://www.youtube.com/watch?v=wcHCs9Y9io8,20251029
YT_00172,valid,high_confidence,0.9822171,0.9647504315324099,./data/raw/youtube/audio/YT_00172.wav,youtube,IDX CHANNEL,IDX CHANNEL,https://www.youtube.com/watch?v=OqCM9KDZM6A,20251027
YT_00882,valid,high_confidence,0.9821937,0.9647044643196899,./data/raw/youtube/audio/YT_00882.wav,youtube,METRO TV ,METRO TV ,https://www.youtube.com/watch?v=aYduxejpanQ,20241128
YT_01520,valid,high_confidence,0.9820856,0.96449212572736,./data/raw/youtube/audio/YT_01520.wav,youtube,Decoding Asia,Decoding Asia,https://www.youtube.com/watch?v=238q7fCoCZs,20251104
YT_00355,valid,high_confidence,0.98207676,0.9644747625320976,./data/raw/youtube/audio/YT_00355.wav,youtube,METRO TV JABAR & BANTEN,METRO TV JABAR & BANTEN,https://www.youtube.com/watch?v=nF79NeQZwy0,20250909
YT_00116,valid,high_confidence,0.98201215,0.9643478627476224,./data/raw/youtube/audio/YT_00116.wav,youtube,Winda Oktavia Dwi Bahari ,Winda Oktavia Dwi Bahari ,https://www.youtube.com/watch?v=_3S56Drs0_8,20241219
YT_01171,valid,high_confidence,0.9819613,0.9642479946976901,./data/raw/youtube/audio/YT_01171.wav,youtube,Warta Kota Production,Warta Kota Production,https://www.youtube.com/watch?v=EEzhhPy_puw,20251030
YT_00602,valid,high_confidence,0.9819162,0.96415942382244,./data/raw/youtube/audio/YT_00602.wav,youtube,KOMPASTV SORONG,KOMPASTV SORONG,https://www.youtube.com/watch?v=E_PQ9YgoRRQ,20250716
YT_00780,valid,high_confidence,0.98189765,0.9641229950755225,./data/raw/youtube/audio/YT_00780.wav,youtube,KOMPASTV,KOMPASTV,https://www.youtube.com/watch?v=uAhq4FFCNCA,20250110
YT_01341,valid,high_confidence,0.98185813,0.9640453874470969,./data/raw/youtube/audio/YT_01341.wav,youtube,METRO TV ,METRO TV ,https://www.youtube.com/watch?v=SwU2lcEpn3k,20251020
YT_00070,valid,high_confidence,0.9816839,0.9637032795192101,./data/raw/youtube/audio/YT_00070.wav,youtube,Partai X,Partai X,https://www.youtube.com/watch?v=95IQ5TDkchE,20250826
YT_00459,valid,high_confidence,0.9816507,0.96363809681049,./data/raw/youtube/audio/YT_00459.wav,youtube,CNN Indonesia,CNN Indonesia,https://www.youtube.com/watch?v=_RovLkzEJN8,20251104
YT_01231,valid,high_confidence,0.98163545,0.9636081566967024,./data/raw/youtube/audio/YT_01231.wav,youtube,KONTAN TV,KONTAN TV,https://www.youtube.com/watch?v=16002emKUk8,20250423
YT_00501,valid,high_confidence,0.98158455,0.9635082287987025,./data/raw/youtube/audio/YT_00501.wav,youtube,DW News,DW News,https://www.youtube.com/watch?v=CIU2QX_dPOY,20251103
YT_01440,valid,high_confidence,0.98157984,0.9634989822944255,./data/raw/youtube/audio/YT_01440.wav,youtube,KOMPASTV,KOMPASTV,https://www.youtube.com/watch?v=tsDg7GmzpDM,20250828
YT_00120,valid,high_confidence,0.9815391,0.96341900482881,./data/raw/youtube/audio/YT_00120.wav,youtube,METRO TV ,METRO TV ,https://www.youtube.com/watch?v=VwDD7JiUFy8,20251016
YT_01138,valid,high_confidence,0.9814461,0.96323644720521,./data/raw/youtube/audio/YT_01138.wav,youtube,tvOnenewscom,tvOnenewscom,https://www.youtube.com/watch?v=yzaxujrIz4w,20250902
YT_00297,valid,high_confidence,0.98134226,0.9630326312619076,./data/raw/youtube/audio/YT_00297.wav,youtube,ABC News In-depth,ABC News In-depth,https://www.youtube.com/watch?v=41cZZRX0ZQg,20250914
